Order Date,Ship Mode,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Time_taken,Seasons_of_the_year,month,day_of_week,week_of_year,is_holiday,Sales,Quantity,Discount,Profit,price_per_unit
2011-10-11,Standard Class,Dorothy Badders,Corporate,Fayetteville,Arkansas,South,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,4,Autumn,10,1,41,False,7.31,1,0.0,3.4357,7.31
2011-10-11,Standard Class,Dorothy Badders,Corporate,Fayetteville,Arkansas,South,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,4,Autumn,10,1,41,False,8.92,4,0.0,3.9248,2.23
2014-07-08,First Class,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,2,Summer,7,1,28,False,87.21,3,0.5,-45.3492,29.069999999999997
2014-07-08,First Class,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 216,2,Summer,7,1,28,False,15.552,3,0.2,5.4432,5.184
2014-07-08,First Class,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,Apple iPhone 5S,2,Summer,7,1,28,False,683.988,2,0.4,-113.998,341.994
2014-07-08,First Class,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Plastic Stacking Crates & Casters,2,Summer,7,1,28,False,13.392,3,0.2,1.0044,4.4639999999999995
2014-07-08,First Class,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,2,Summer,7,1,28,False,16.776,3,0.2,4.8231,5.592
2014-07-08,First Class,Rob Lucas,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2,Summer,7,1,28,False,527.92,2,0.2,85.787,263.96
2013-07-05,Same Day,Rick Bensley,Home Office,Seattle,Washington,West,Furniture,Furnishings,"Master Caster Door Stop, Brown",0,Summer,7,4,27,False,25.4,5,0.0,8.636,5.08
2013-07-05,Same Day,Rick Bensley,Home Office,Seattle,Washington,West,Technology,Phones,Avaya 4621SW VoIP phone,0,Summer,7,4,27,False,177.48,3,0.2,19.9665,59.16
2013-07-05,Same Day,Rick Bensley,Home Office,Seattle,Washington,West,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,0,Summer,7,4,27,False,71.976,3,0.2,8.997,23.992
2014-05-20,Standard Class,Jason Fortune-,Consumer,Plano,Texas,Central,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,6,Spring,5,1,21,False,95.992,1,0.2,9.5992,95.992
2014-05-20,Standard Class,Jason Fortune-,Consumer,Plano,Texas,Central,Office Supplies,Labels,Avery 491,6,Spring,5,1,21,False,13.216,4,0.2,4.2952,3.304
2014-10-13,Second Class,Robert Waldorf,Consumer,Los Angeles,California,West,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,2,Autumn,10,0,42,True,435.84,12,0.0,130.752,36.32
2014-10-13,Second Class,Robert Waldorf,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 343,2,Autumn,10,0,42,True,5.88,2,0.0,1.5876,2.94
2013-08-07,Standard Class,Vivek Gonzalez,Consumer,Los Angeles,California,West,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,7,Summer,8,2,32,False,211.168,4,0.2,18.4772,52.792
2011-08-25,Standard Class,Janet Molinari,Corporate,Los Angeles,California,West,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",4,Summer,8,3,34,False,6.28,1,0.0,2.6376,6.28
2011-08-25,Standard Class,Janet Molinari,Corporate,Los Angeles,California,West,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,4,Summer,8,3,34,False,95.1,5,0.0,30.432,19.02
2011-08-25,Standard Class,Janet Molinari,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 23,4,Summer,8,3,34,False,25.92,4,0.0,12.4416,6.48
2011-08-25,Standard Class,Janet Molinari,Corporate,Los Angeles,California,West,Office Supplies,Storage,Portable Personal File Box,4,Summer,8,3,34,False,48.84,4,0.0,13.1868,12.21
2012-09-14,Second Class,Brad Eason,Home Office,Des Moines,Iowa,Central,Office Supplies,Binders,Wilson Jones Impact Binders,4,Autumn,9,4,37,False,25.9,5,0.0,12.691,5.18
2014-03-06,Same Day,Claudia Bergmann,Corporate,Southaven,Mississippi,South,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,0,Spring,3,3,10,False,42.68,4,0.0,19.6328,10.67
2014-03-06,Same Day,Claudia Bergmann,Corporate,Southaven,Mississippi,South,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,0,Spring,3,3,10,False,299.97,3,0.0,125.9874,99.99000000000001
2014-03-06,Same Day,Claudia Bergmann,Corporate,Southaven,Mississippi,South,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,0,Spring,3,3,10,False,262.24,2,0.0,78.672,131.12
2014-03-06,Same Day,Claudia Bergmann,Corporate,Southaven,Mississippi,South,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,0,Spring,3,3,10,False,234.36,6,0.0,112.4928,39.06
2014-04-16,Standard Class,Shirley Daniels,Home Office,Houston,Texas,Central,Office Supplies,Paper,Xerox 207,6,Spring,4,2,16,False,20.736,4,0.2,7.2576,5.184
2011-03-30,First Class,Susan Gilcrest,Corporate,New York City,New York,East,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",1,Spring,3,2,13,False,10.5,5,0.0,2.94,2.1
2011-11-11,Second Class,Tom Stivers,Corporate,Reading,Pennsylvania,East,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",4,Autumn,11,4,45,True,23.968,2,0.2,7.7896,11.984
2011-11-11,Second Class,Tom Stivers,Corporate,Reading,Pennsylvania,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",4,Autumn,11,4,45,True,521.96,4,0.5,-250.5408,130.49
2013-03-13,Second Class,Dean Katz,Corporate,San Francisco,California,West,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",3,Spring,3,2,11,False,676.55,5,0.0,6.7655,135.31
2013-03-13,Second Class,Dean Katz,Corporate,San Francisco,California,West,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,3,Spring,3,2,11,False,154.9,5,0.0,40.274,30.98
2013-03-13,Second Class,Dean Katz,Corporate,San Francisco,California,West,Office Supplies,Envelopes,Security-Tint Envelopes,3,Spring,3,2,11,False,30.56,4,0.0,14.9744,7.64
2013-03-13,Second Class,Dean Katz,Corporate,San Francisco,California,West,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,3,Spring,3,2,11,False,770.352,3,0.2,77.0352,256.784
2014-02-10,Second Class,Marina Lichtenstein,Corporate,Los Angeles,California,West,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",5,Winter,2,0,7,False,21.12,4,0.0,6.5472,5.28
2011-11-11,Second Class,Matt Abelman,Home Office,Los Angeles,California,West,Technology,Phones,Mophie Juice Pack Helium for iPhone,2,Autumn,11,4,45,True,575.928,9,0.2,57.5928,63.992
2011-11-11,Second Class,Matt Abelman,Home Office,Los Angeles,California,West,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",2,Autumn,11,4,45,True,7.78,2,0.0,2.0228,3.89
2011-11-11,Second Class,Matt Abelman,Home Office,Los Angeles,California,West,Office Supplies,Paper,Xerox 1979,2,Autumn,11,4,45,True,123.92,4,0.0,55.764,30.98
2014-08-21,Standard Class,Lisa Ryan,Corporate,San Francisco,California,West,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,5,Summer,8,3,34,False,17.22,3,0.0,5.166,5.739999999999999
2014-08-21,Standard Class,Lisa Ryan,Corporate,San Francisco,California,West,Office Supplies,Storage,"Companion Letter/Legal File, Black",5,Summer,8,3,34,False,226.56,6,0.0,63.4368,37.76
2014-08-21,Standard Class,Lisa Ryan,Corporate,San Francisco,California,West,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,5,Summer,8,3,34,False,107.88,3,0.2,10.788,35.96
2013-01-15,First Class,Bill Eplett,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 1893,2,Winter,1,1,3,False,81.98,2,0.0,40.1702,40.99
2011-07-20,First Class,Charles Crestani,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 189,2,Summer,7,2,29,False,104.85,1,0.0,50.328,104.85
2011-07-20,First Class,Charles Crestani,Consumer,San Diego,California,West,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,2,Summer,7,2,29,False,8.704,2,0.2,3.1552,4.352
2011-07-20,First Class,Charles Crestani,Consumer,San Diego,California,West,Office Supplies,Paper,Xerox 1897,2,Summer,7,2,29,False,19.92,4,0.0,9.7608,4.98
2011-07-20,First Class,Charles Crestani,Consumer,San Diego,California,West,Furniture,Furnishings,Nu-Dell Leatherette Frames,2,Summer,7,2,29,False,43.02,3,0.0,15.4872,14.340000000000002
2014-02-07,Standard Class,Bryan Davis,Consumer,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5,Winter,2,4,6,False,240.784,1,0.2,30.098,240.784
2012-12-25,Standard Class,Jim Kriz,Home Office,New York City,New York,East,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,4,Winter,12,1,52,True,414.96,2,0.0,124.488,207.48
2013-10-09,Standard Class,Doug Bickford,Consumer,Charlotte,North Carolina,South,Office Supplies,Storage,Fellowes Econo/Stor Drawers,5,Autumn,10,2,41,False,387.72,5,0.2,-67.851,77.54400000000001
2014-07-14,Standard Class,Rick Reed,Corporate,Overland Park,Kansas,Central,Office Supplies,Storage,Standard Rollaway File with Lock,4,Summer,7,0,29,False,360.38,2,0.0,93.6988,180.19
2014-07-14,Standard Class,Rick Reed,Corporate,Overland Park,Kansas,Central,Office Supplies,Paper,Strathmore Photo Mount Cards,4,Summer,7,0,29,False,13.56,2,0.0,6.2376,6.78
2014-04-25,First Class,Susan Vittorini,Consumer,Mesa,Arizona,West,Technology,Phones,AT&T 841000 Phone,1,Spring,4,4,17,False,552.0,10,0.2,34.5,55.2
2011-09-07,Standard Class,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,Furniture,Tables,KI Adjustable-Height Table,6,Autumn,9,2,36,False,429.9,5,0.0,111.774,85.97999999999999
2011-09-07,Standard Class,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,6,Autumn,9,2,36,False,32.06,2,0.0,15.3888,16.03
2011-09-07,Standard Class,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",6,Autumn,9,2,36,False,161.96,2,0.0,45.3488,80.98
2011-09-07,Standard Class,Rick Bensley,Home Office,Tulsa,Oklahoma,Central,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,6,Autumn,9,2,36,False,19.86,2,0.0,5.7594,9.93
2013-11-22,Standard Class,Mike Vittorini,Consumer,New York City,New York,East,Office Supplies,Paper,Xerox 1975,7,Autumn,11,4,47,False,12.96,2,0.0,6.3504,6.48
2014-09-17,Second Class,Evan Henry,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1927,2,Autumn,9,2,38,False,20.544,6,0.2,6.42,3.424
2013-07-20,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,South,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",6,Summer,7,5,29,False,185.58,6,0.0,76.0878,30.930000000000003
2013-07-20,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",6,Summer,7,5,29,False,77.56,2,0.0,35.6776,38.78
2013-07-20,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Storage,Rogers Deluxe File Chest,6,Summer,7,5,29,False,87.92,4,0.0,0.8792,21.98
2013-07-20,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Paper,Xerox 1893,6,Summer,7,5,29,False,245.94,6,0.0,120.5106,40.99
2013-07-20,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,South,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6,Summer,7,5,29,False,8.6,1,0.0,4.042,8.6
2013-07-20,Standard Class,Joy Smith,Consumer,Hattiesburg,Mississippi,South,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,6,Summer,7,5,29,False,504.9,5,0.0,126.225,100.97999999999999
2014-09-16,Standard Class,Erica Smith,Consumer,Los Angeles,California,West,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,6,Autumn,9,1,38,False,2357.488,7,0.2,884.058,336.784
2014-09-16,Standard Class,Erica Smith,Consumer,Los Angeles,California,West,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,6,Autumn,9,1,38,False,369.544,7,0.2,32.3351,52.791999999999994
2014-09-16,Standard Class,Erica Smith,Consumer,Los Angeles,California,West,Furniture,Chairs,Global Deluxe Steno Chair,6,Autumn,9,1,38,False,184.752,3,0.2,-20.7846,61.584
2013-12-12,Same Day,Noel Staavos,Corporate,Columbus,Ohio,East,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,0,Winter,12,3,50,False,64.96,5,0.2,-4.06,12.991999999999999
2013-12-12,Same Day,Noel Staavos,Corporate,Columbus,Ohio,East,Office Supplies,Supplies,"Elite 5"" Scissors",0,Winter,12,3,50,False,13.52,2,0.2,1.69,6.76
2013-12-12,Same Day,Noel Staavos,Corporate,Columbus,Ohio,East,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",0,Winter,12,3,50,False,458.43,5,0.3,-137.529,91.686
2013-12-12,Same Day,Noel Staavos,Corporate,Columbus,Ohio,East,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",0,Winter,12,3,50,False,387.136,4,0.2,24.196,96.784
2013-12-12,Same Day,Noel Staavos,Corporate,Columbus,Ohio,East,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",0,Winter,12,3,50,False,328.59,3,0.4,-147.8655,109.52999999999999
2011-12-10,Standard Class,Sally Hughsby,Corporate,Caldwell,Idaho,West,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,4,Winter,12,5,49,False,338.352,3,0.2,4.2294,112.78399999999999
2011-12-10,Standard Class,Sally Hughsby,Corporate,Caldwell,Idaho,West,Office Supplies,Paper,Xerox 1931,4,Winter,12,5,49,False,25.92,4,0.0,12.4416,6.48
2011-12-10,Standard Class,Sally Hughsby,Corporate,Caldwell,Idaho,West,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",4,Winter,12,5,49,False,91.36,4,0.0,42.0256,22.84
2011-12-13,Standard Class,Randy Ferguson,Corporate,Phoenix,Arizona,West,Furniture,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",4,Winter,12,1,50,False,87.96,3,0.2,7.6965,29.319999999999997
2011-12-13,Standard Class,Randy Ferguson,Corporate,Phoenix,Arizona,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",4,Winter,12,1,50,False,5.214,2,0.7,-4.1712,2.607
2014-09-22,Standard Class,Dan Lawera,Consumer,Miami,Florida,South,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",6,Autumn,9,0,39,False,12.294,1,0.7,-8.6058,12.294
2014-09-08,Standard Class,Allen Goldenen,Consumer,Los Angeles,California,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",4,Autumn,9,0,37,False,19.76,4,0.0,8.2992,4.94
2012-11-02,Standard Class,Scot Wooten,Consumer,Troy,New York,East,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",5,Autumn,11,4,44,False,109.764,2,0.1,8.5372,54.882
2014-12-12,Standard Class,Katherine Nockton,Corporate,New Bedford,Massachusetts,East,Technology,Phones,Plantronics MX500i Earset,7,Winter,12,4,50,False,128.85,3,0.0,3.8655,42.949999999999996
2014-04-02,First Class,George Bell,Corporate,Florence,South Carolina,South,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",2,Spring,4,2,14,False,127.95,3,0.0,21.7515,42.65
2012-12-30,Standard Class,Clay Ludtke,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1929,4,Winter,12,6,52,False,68.52,3,0.0,31.5192,22.84
2012-12-30,Standard Class,Clay Ludtke,Consumer,Los Angeles,California,West,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,4,Winter,12,6,52,False,74.94,3,0.0,14.2386,24.98
2012-12-30,Standard Class,Clay Ludtke,Consumer,Los Angeles,California,West,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,4,Winter,12,6,52,False,2548.56,6,0.2,286.713,424.76
2012-12-30,Standard Class,Clay Ludtke,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,4,Winter,12,6,52,False,271.44,3,0.0,122.148,90.48
2012-12-30,Standard Class,Clay Ludtke,Consumer,Los Angeles,California,West,Technology,Phones,Cisco SPA 502G IP Phone,4,Winter,12,6,52,False,287.88,3,0.2,35.985,95.96
2013-03-11,First Class,Karen Ferguson,Home Office,Los Angeles,California,West,Office Supplies,Paper,Rediform Voice Mail Log Books,1,Spring,3,0,11,False,14.9,5,0.0,7.152,2.98
2013-03-11,First Class,Karen Ferguson,Home Office,Los Angeles,California,West,Technology,Phones,Apple iPhone 5,1,Spring,3,0,11,False,4158.912,8,0.2,363.9048,519.864
2011-04-06,Standard Class,Andy Yotov,Corporate,Los Angeles,California,West,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,6,Spring,4,2,14,False,91.96,2,0.0,15.6332,45.98
2011-04-06,Standard Class,Andy Yotov,Corporate,Los Angeles,California,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,6,Spring,4,2,14,False,33.11,7,0.0,12.9129,4.7299999999999995
2011-04-06,Standard Class,Andy Yotov,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 211,6,Spring,4,2,14,False,19.44,3,0.0,9.3312,6.48
2011-04-06,Standard Class,Andy Yotov,Corporate,Los Angeles,California,West,Office Supplies,Paper,Xerox 194,6,Spring,4,2,14,False,55.48,1,0.0,26.6304,55.48
2011-10-05,Second Class,Brian Derr,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,5,Autumn,10,2,40,False,91.92,5,0.2,11.49,18.384
2013-08-14,Same Day,Hunter Glantz,Consumer,Kenner,Louisiana,South,Office Supplies,Appliances,Staples,0,Summer,8,2,33,False,17.34,2,0.0,4.6818,8.67
2013-08-14,Same Day,Hunter Glantz,Consumer,Kenner,Louisiana,South,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,0,Summer,8,2,33,False,71.98,2,0.0,15.1158,35.99
2011-11-17,Standard Class,Cassandra Brandow,Consumer,Cedar Hill,Texas,Central,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4,Autumn,11,3,46,False,7.08,3,0.2,2.478,2.36
2014-04-25,First Class,Linda Southworth,Corporate,Providence,Rhode Island,East,Technology,Accessories,V7 USB Numeric Keypad,3,Spring,4,4,17,False,69.98,2,0.0,4.8986,34.99
2014-08-25,Second Class,Darrin Martin,Consumer,Lancaster,Ohio,East,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,2,Summer,8,0,35,False,646.272,8,0.2,64.6272,80.784
2014-08-25,Second Class,Darrin Martin,Consumer,Lancaster,Ohio,East,Office Supplies,Paper,Xerox 1966,2,Summer,8,0,35,False,10.368,2,0.2,3.7584,5.184
2014-02-24,Standard Class,Ann Chong,Corporate,Seattle,Washington,West,Office Supplies,Fasteners,Alliance Rubber Bands,7,Winter,2,0,9,False,8.4,5,0.0,0.336,1.6800000000000002
2014-02-24,Standard Class,Ann Chong,Corporate,Seattle,Washington,West,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,7,Winter,2,0,9,False,71.96,5,0.2,25.186,14.392
2013-11-20,First Class,Liz Thompson,Consumer,Jacksonville,North Carolina,South,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,2,Autumn,11,2,47,False,18.48,2,0.2,6.006,9.24
2013-11-15,First Class,Tim Brockman,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 35,1,Autumn,11,4,46,False,9.84,3,0.0,2.8536,3.28
2014-07-07,Same Day,Angele Hood,Consumer,Miami,Florida,South,Furniture,Chairs,Global Comet Stacking Armless Chair,0,Summer,7,0,28,False,239.24,1,0.2,23.924,239.24
2013-12-26,Standard Class,Saphhira Shifley,Corporate,Nashua,New Hampshire,East,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",7,Winter,12,3,52,False,21.12,4,0.0,6.5472,5.28
2014-04-24,First Class,Tamara Dahlen,Consumer,New York City,New York,East,Office Supplies,Supplies,Fiskars Softgrip Scissors,2,Spring,4,3,17,False,54.9,5,0.0,15.372,10.98
2012-12-14,Standard Class,Paul Prost,Home Office,Los Angeles,California,West,Furniture,Furnishings,"Master Caster Door Stop, Gray",4,Winter,12,4,50,False,15.24,3,0.0,5.1816,5.08
2012-04-19,Standard Class,Patrick Gardner,Consumer,Carrollton,Texas,Central,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",6,Spring,4,3,16,False,19.568,2,0.8,-52.8336,9.784
2012-04-19,Standard Class,Patrick Gardner,Consumer,Carrollton,Texas,Central,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,6,Spring,4,3,16,False,310.392,4,0.8,-512.1468,77.598
2013-09-05,Standard Class,Anna Andreadi,Consumer,Georgetown,Kentucky,South,Furniture,Furnishings,Coloredge Poster Frame,4,Autumn,9,3,36,False,42.6,3,0.0,16.614,14.200000000000001
2013-09-05,Standard Class,Anna Andreadi,Consumer,Georgetown,Kentucky,South,Office Supplies,Binders,Poly Designer Cover & Back,4,Autumn,9,3,36,False,113.94,6,0.0,54.6912,18.99
2013-09-05,Standard Class,Anna Andreadi,Consumer,Georgetown,Kentucky,South,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,4,Autumn,9,3,36,False,129.92,4,0.0,5.1968,32.48
2013-09-05,Standard Class,Anna Andreadi,Consumer,Georgetown,Kentucky,South,Office Supplies,Art,Nontoxic Chalk,4,Autumn,9,3,36,False,5.28,3,0.0,2.5344,1.76
2014-09-25,Standard Class,Frank Atkinson,Corporate,Los Angeles,California,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,5,Autumn,9,3,39,False,859.2,3,0.2,75.18,286.40000000000003
2014-09-25,Standard Class,Frank Atkinson,Corporate,Los Angeles,California,West,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),5,Autumn,9,3,39,False,506.28,3,0.2,177.198,168.76
2013-02-04,Standard Class,Tracy Blumstein,Consumer,Sierra Vista,Arizona,West,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,4,Winter,2,0,6,False,14.368,2,0.2,3.9512,7.184
2014-05-20,Second Class,Adam Hart,Corporate,Knoxville,Tennessee,South,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,5,Spring,5,1,21,False,314.352,3,0.2,-35.3646,104.78399999999999
2014-05-20,Second Class,Adam Hart,Corporate,Knoxville,Tennessee,South,Office Supplies,Paper,Xerox 1949,5,Spring,5,1,21,False,27.888,7,0.2,10.1094,3.9840000000000004
2012-09-03,Standard Class,Cathy Prescott,Corporate,Tucson,Arizona,West,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",5,Autumn,9,0,36,True,238.152,3,0.2,89.307,79.384
2013-06-10,Standard Class,Benjamin Farhat,Home Office,Minneapolis,Minnesota,Central,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",7,Summer,6,0,24,False,692.94,3,0.0,173.235,230.98000000000002
2012-11-07,Standard Class,Christine Phan,Corporate,Miami,Florida,South,Office Supplies,Binders,Avery Hanging File Binders,4,Autumn,11,2,45,False,16.146,9,0.7,-12.9168,1.794
2012-11-07,Standard Class,Christine Phan,Corporate,Miami,Florida,South,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,4,Autumn,11,2,45,False,1345.485,5,0.7,-1031.5385,269.097
2013-06-16,First Class,Lynn Smith,Consumer,Houston,Texas,Central,Office Supplies,Paper,Xerox 19,3,Summer,6,6,24,False,173.488,7,0.2,54.215,24.784
2012-04-25,Standard Class,Trudy Schmidt,Consumer,Milwaukee,Wisconsin,Central,Office Supplies,Art,Newell 324,5,Spring,4,2,17,False,57.75,5,0.0,16.17,11.55
2012-04-25,Standard Class,Trudy Schmidt,Consumer,Milwaukee,Wisconsin,Central,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,5,Spring,4,2,17,False,272.4,5,0.0,76.272,54.48
2013-09-24,Second Class,Joni Sundaresam,Home Office,Lancaster,Ohio,East,Office Supplies,Paper,Xerox 1970,3,Autumn,9,1,39,False,11.952,3,0.2,4.0338,3.984
2013-09-24,Second Class,Joni Sundaresam,Home Office,Lancaster,Ohio,East,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",3,Autumn,9,1,39,False,28.0,4,0.2,7.7,7.0
2013-09-24,Second Class,Joni Sundaresam,Home Office,Lancaster,Ohio,East,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3,Autumn,9,1,39,False,12.201,7,0.7,-9.7608,1.743
2013-08-19,First Class,Natalie Fritzler,Consumer,Edinburg,Texas,Central,Office Supplies,Binders,GBC Wire Binding Combs,2,Summer,8,0,34,False,2.068,1,0.8,-3.4122,2.068
2013-08-19,First Class,Natalie Fritzler,Consumer,Edinburg,Texas,Central,Office Supplies,Paper,Advantus Motivational Note Cards,2,Summer,8,0,34,False,83.84,8,0.2,30.392,10.48
2011-03-02,Standard Class,Kristina Nunn,Home Office,New York City,New York,East,Office Supplies,Envelopes,Staples,6,Spring,3,2,9,False,11.36,2,0.0,5.3392,5.68
2011-03-02,Standard Class,Kristina Nunn,Home Office,New York City,New York,East,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",6,Spring,3,2,9,False,36.4,5,0.0,17.472,7.279999999999999
2011-12-30,Standard Class,Guy Armstrong,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",4,Winter,12,4,52,False,27.968,2,0.2,6.992,13.984
2012-04-10,Standard Class,Eugene Hildebrand,Home Office,Rochester,New York,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,6,Spring,4,1,15,False,142.04,4,0.0,38.3508,35.51
2012-04-10,Standard Class,Eugene Hildebrand,Home Office,Rochester,New York,East,Office Supplies,Art,Faber Castell Col-Erase Pencils,6,Spring,4,1,15,False,14.67,3,0.0,6.0147,4.89
